Filtre,Date,Description,Sous-description,Type d’opération,Montant,Solde
"","2024-11-04","cheque  170"," ","Débit","-403.77","14625.05"
"","2024-11-04","achat pdv","Gpos Marche St Josep     Montr ","Débit","-32.17","15028.82"
"","2024-11-04","achat pdv","Gpos Fromagerie Cava     Montr ","Débit","-18.37","15060.99"
"","2024-11-04","achat pdv","Gpos Cafe Plantation     Anjou ","Débit","-13.80","15079.36"
"","2024-11-04","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-37.00","15093.16"
"","2024-11-04","achat pdv","Gpos Marche St Josep     Montr ","Débit","-63.72","15130.16"
"","2024-11-02","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","15193.88"
"","2024-11-01","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","15230.88"
"","2024-11-01","pmt facture","Pc-Visa Infinite Momentum Scotia 65516081","Débit","-23.04","15267.88"
"","2024-10-31","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-39.52","15290.92"
"","2024-10-30","pmt facture","Fido Mobile ","Débit","-80.96","15330.44"
"","2024-10-30","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-37.00","15411.40"
"","2024-10-30","pmt facture","Pc-Visa Infinite Momentum Scotia 60315611","Débit","-45.58","15448.40"
"","2024-10-30","achat pdv","Gpos Marche St Josep     Montr ","Débit","-42.16","15493.98"
"","2024-10-29","assurance","Compagnie D Assurance ","Débit","-93.33","15536.14"
"","2024-10-29","pmt facture","Pc-Visa Infinite Momentum Scotia 56173320","Débit","-238.71","15629.47"
"","2024-10-28","achat pdv","Gpos Marche St Josep     Montr ","Débit","-37.53","15868.18"
"","2024-10-28","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-37.96","15905.71"
"","2024-10-28","achat pdv","Gpos Fromagerie Cava     Montr ","Débit","-17.58","15943.67"
"","2024-10-26","achat pdv","Marche St-Joseph         Montr ","Débit","-61.58","15961.25"
"","2024-10-26","pmt facture","Pc-Visa Infinite Momentum Scotia 49584134","Débit","-146.23","16022.83"
"","2024-10-26","depot","Bm-Dep ","Crédit","150.00","16169.06"
"","2024-10-25","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","16019.06"
"","2024-10-25","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-82.38","14305.14"
"","2024-10-24","achat pdv","Gpos Harmonie Orient     Lasal ","Débit","-22.70","14387.52"
"","2024-10-24","pmt facture","Pc-Visa Infinite Momentum Scotia 43798906","Débit","-172.41","14410.22"
"","2024-10-23","pmt facture","Pc-Visa Infinite Momentum Scotia 41061151","Débit","-105.59","14582.63"
"","2024-10-21","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-26.49","14688.22"
"","2024-10-21","achat pdv","Gpos Iga Barcelo Mol     Montr ","Débit","-11.99","14714.71"
"","2024-10-19","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-26.25","14726.70"
"","2024-10-19","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-87.37","14752.95"
"","2024-10-19","achat pdv","Gpos Pharmaprix #181     Montr ","Débit","-18.25","14840.32"
"","2024-10-18","achat pdv","Gpos Adonis 21942 Se     Montr ","Débit","-10.62","14858.57"
"","2024-10-18","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-13.00","14869.19"
"","2024-10-18","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","14882.19"
"","2024-10-17","achat pdv","Gpos Marche St Josep     Montr ","Débit","-12.06","14962.19"
"","2024-10-16","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-24.93","14974.25"
"","2024-10-16","achat pdv","Gpos Sq *325 F | Cui     Montr ","Débit","-29.08","14999.18"
"","2024-10-15","dt trnsfr cl","Achat Placement ","Débit","-1000.00","15028.26"
"","2024-10-15","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-32.06","16028.26"
"","2024-10-15","pmt facture","Pc-Visa Infinite Momentum Scotia 18494562","Débit","-303.47","16060.32"
"","2024-10-11","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","16363.79"
"","2024-10-11","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","16400.79"
"","2024-10-10","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-55.50","14686.87"
"","2024-10-09","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-55.50","14742.37"
"","2024-10-08","assurance","Compagnie D Assurance ","Débit","-84.63","14797.87"
"","2024-10-08","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-55.50","14882.50"
"","2024-10-07","pmt facture","Pc-Bell Facture Unique-14 Digits 02203171","Débit","-67.84","14938.00"
"","2024-10-07","achat pdv","Gpos Marche St Josep     Montr ","Débit","-50.35","15005.84"
"","2024-10-07","achat pdv","Gpos Boucherie Mondi     Montr ","Débit","-18.81","15056.19"
"","2024-10-07","achat pdv","Gpos Cafe Du Marche      Montr ","Débit","-4.33","15075.00"
"","2024-10-07","achat pdv","Gpos Marche St Josep     Montr ","Débit","-83.72","15079.33"
"","2024-10-04","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","15163.05"
"","2024-10-04","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-40.46","15200.05"
"","2024-10-04","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-30.04","15240.51"
"","2024-10-04","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","15270.55"
"","2024-10-04","tps","Canada ","Crédit","129.75","15350.55"
"","2024-10-04","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","15220.80"
"","2024-10-03","achat pdv","Gpos Marche St Josep     Montr ","Débit","-63.21","15119.05"
"","2024-10-02","cheque  169"," ","Débit","-403.77","15182.26"
"","2024-10-02","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-60.08","15586.03"
"","2024-10-02","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-17.22","15646.11"
"","2024-10-02","pmt facture","Pc-Hydro Quebec 87242567","Débit","-87.30","15663.33"
"","2024-10-01","assurance","Compagnie D Assurance ","Débit","-93.33","15750.63"
"","2024-10-01","pmt facture","Fido Mobile ","Débit","-80.96","15843.96"
"","2024-10-01","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-28.51","15924.92"
"","2024-10-01","achat pdv","Gpos Kiosque Chez Mi     Montr ","Débit","-11.50","15953.43"
"","2024-10-01","achat pdv","Gpos Cafe Resto Le R     Montr ","Débit","-14.54","15964.93"
"","2024-10-01","achat pdv","Gpos Marche St Josep     Montr ","Débit","-32.16","15979.47"
"","2024-10-01","dt trnsfr cl","Achat Placement ","Débit","-400.00","16011.63"
"","2024-10-01","dt trnsfr cl","Achat Placement ","Débit","-400.00","16411.63"
"","2024-09-28","achat pdv","Gpos Francois Trembl     Montr ","Débit","-26.98","16811.63"
"","2024-09-28","achat pdv","Gpos Marche St Josep     Montr ","Débit","-34.48","16838.61"
"","2024-09-27","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","16873.09"
"","2024-09-26","pmt facture","Pc-Visa Infinite Momentum Scotia 71247974","Débit","-143.66","15159.17"
"","2024-09-26","achat pdv","Gpos Marche St Josep     Montr ","Débit","-49.53","15302.83"
"","2024-09-25","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-76.74","15352.36"
"","2024-09-23","pmt facture","Pc-Saaq Immatriculation 62675449","Débit","-299.32","15429.10"
"","2024-09-23","achat pdv","Marche St-Joseph         Montr ","Débit","-54.73","15728.42"
"","2024-09-19","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-18.50","15783.15"
"","2024-09-18","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","15801.65"
"","2024-09-18","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","15838.65"
"","2024-09-17","pmt facture","Pc-Visa Infinite Momentum Scotia 47966087","Débit","-37.00","15875.65"
"","2024-09-16","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-37.00","15912.65"
"","2024-09-16","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.16","15949.65"
"","2024-09-14","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-35.16","15984.81"
"","2024-09-13","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","16019.97"
"","2024-09-13","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-32.16","14306.05"
"","2024-09-13","achat pdv","Gpos Walmart Store #     St-Le ","Débit","-30.10","14338.21"
"","2024-09-13","pmt facture","Pc-Canadian Tire Mastcard 38427097","Débit","-67.80","14368.31"
"","2024-09-13","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-61.97","14436.11"
"","2024-09-13","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","14498.08"
"","2024-09-12","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-11.09","14578.08"
"","2024-09-12","achat pdv","Gpos Marche St Josep     Montr ","Débit","-24.03","14589.17"
"","2024-09-11","achat pdv","Gpos Marche St Josep     Montr ","Débit","-40.68","14613.20"
"","2024-09-10","achat pdv","Gpos Francois Trembl     Montr ","Débit","-32.06","14653.88"
"","2024-09-10","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-41.66","14685.94"
"","2024-09-09","assurance","Intact Assur. ","Débit","-84.63","14727.60"
"","2024-09-09","pmt facture","Pc-Bell Facture Unique-14 Digits 28270802","Débit","-67.84","14812.23"
"","2024-09-09","achat pdv","Gpos Bouchers Capito     Montr ","Débit","-11.47","14880.07"
"","2024-09-09","achat pdv","Gpos Marche St Josep     Montr ","Débit","-25.24","14891.54"
"","2024-09-05","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","14916.78"
"","2024-09-04","cheque  168"," ","Débit","-403.77","14815.03"
"","2024-09-03","pmt facture","Fido Mobile ","Débit","-80.96","15218.80"
"","2024-09-03","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-60.49","15299.76"
"","2024-09-03","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-60.49","15360.25"
"","2024-09-03","dt trnsfr cl","Achat Placement ","Débit","-400.00","15420.74"
"","2024-09-03","dt trnsfr cl","Achat Placement ","Débit","-400.00","15820.74"
"","2024-08-30","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","16220.74"
"","2024-08-30","achat pdv","Gpos Marche St Josep     Montr ","Débit","-60.26","14506.82"
"","2024-08-30","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","14567.08"
"","2024-08-30","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-21.00","14647.08"
"","2024-08-29","assurance","Intact Assur. ","Débit","-93.33","14668.08"
"","2024-08-29","achat pdv","Gpos Marche St Josep     Montr ","Débit","-58.39","14761.41"
"","2024-08-29","achat pdv","Gpos Adonis 21037 Sa     Montr ","Débit","-34.83","14819.80"
"","2024-08-28","pmt facture","Pc-Visa Infinite Momentum Scotia 96002584","Débit","-30.41","14854.63"
"","2024-08-28","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-27.85","14885.04"
"","2024-08-27","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-28.83","14912.89"
"","2024-08-26","achat pdv","Gpos Marche St Josep     Montr ","Débit","-47.69","14941.72"
"","2024-08-26","achat pdv","Gpos Boucherie Mondi     Montr ","Débit","-13.41","14989.41"
"","2024-08-24","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-40.07","15002.82"
"","2024-08-24","correction","Gpos Marche St-Josep     Montr ","Crédit","40.07","15042.89"
"","2024-08-24","achat pdv","Gpos Marche St-Josep     Montr ","Débit","-40.07","15002.82"
"","2024-08-23","achat pdv","Gpos Marche St Josep     Montr ","Débit","-12.19","15042.89"
"","2024-08-22","achat pdv","Gpos Marche St Josep     Montr ","Débit","-40.72","15055.08"
"","2024-08-22","achat pdv","Gpos Marche St Josep     Montr ","Débit","-60.75","15095.80"
"","2024-08-22","achat pdv","Gpos Kim Phat #3733      Montr ","Débit","-26.83","15156.55"
"","2024-08-22","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-26.18","15183.38"
"","2024-08-22","achat pdv","Gpos Super C St Leon     Saint ","Débit","-45.78","15209.56"
"","2024-08-21","pmt facture","Pc-Visa Infinite Momentum Scotia 76601367","Débit","-328.10","15255.34"
"","2024-08-20","pmt facture","Pc-Canadian Tire Mastcard 73925194","Débit","-8.34","15583.44"
"","2024-08-20","achat pdv","Gpos Super C  Pie Ix     Montr ","Débit","-31.00","15591.78"
"","2024-08-19","achat pdv","Gpos Depanneur Chez      Montr ","Débit","-27.85","15622.78"
"","2024-08-19","achat pdv","Gpos Casa Di Toto        Montr ","Débit","-20.22","15650.63"
"","2024-08-19","achat pdv","Gpos Cafe Du Marche      Montr ","Débit","-4.33","15670.85"
"","2024-08-19","achat pdv","Gpos Francois Trembl     Montr ","Débit","-16.39","15675.18"
"","2024-08-19","achat pdv","Gpos Provigo Rachel      Montr ","Débit","-25.98","15691.57"
"","2024-08-17","pmt facture","Pc-Visa Infinite Momentum Scotia 66927749","Débit","-65.94","15717.55"
"","2024-08-16","pmt facture","Pc-Visa Infinite Momentum Scotia 66004059","Débit","-100.00","15783.49"
"","2024-08-16","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","15883.49"
"","2024-08-15","achat pdv","Gpos Marche St Josep     Montr ","Débit","-40.55","14169.57"
"","2024-08-15","achat pdv","Gpos Adonis 21943 An     Anjou ","Débit","-49.16","14210.12"
"","2024-08-15","achat pdv","Gpos Totem Pole High     Kahna ","Débit","-80.00","14259.28"
"","2024-08-15","achat pdv","Gpos Res Gas Bar         Kahna ","Débit","-28.01","14339.28"
"","2024-08-14","achat pdv","Gpos Bo-Bec Creme Gl     Montr ","Débit","-7.28","14367.29"
"","2024-08-13","achat pdv","Gpos Marche St Josep     Montr ","Débit","-11.98","14374.57"
"","2024-08-12","achat pdv","Fpos Casa Di Toto        Montr ","Débit","-17.11","14386.55"
"","2024-08-10","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-41.13","14403.66"
"","2024-08-09","pmt facture","Pc-Bell Facture Unique-14 Digits 47041370","Débit","-67.84","14444.79"
"","2024-08-08","assurance","Intact Assur. ","Débit","-84.63","14512.63"
"","2024-08-08","pmt facture","Pc-Canadian Tire Mastcard 42476202","Débit","-18.52","14597.26"
"","2024-08-08","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-0.54","14615.78"
"","2024-08-08","achat pdv","Fpos Kim Phat #3733      Montr ","Débit","-53.55","14616.32"
"","2024-08-08","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-37.70","14669.87"
"","2024-08-07","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-18.03","14707.57"
"","2024-08-07","achat pdv","Fpos Robin Des Bois      Montr ","Débit","-9.26","14725.60"
"","2024-08-06","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-12.40","14734.86"
"","2024-08-06","achat pdv","Fpos Super C  Pie Ix   Onmontr ","Débit","-30.57","14747.26"
"","2024-08-05","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-18.21","14777.83"
"","2024-08-05","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-26.51","14796.04"
"","2024-08-05","achat pdv","Fpos Marche Oriental St-D   Mo ","Débit","-24.46","14822.55"
"","2024-08-05","achat pdv","Fpos Boucherie Mondiale  Montr ","Débit","-17.89","14847.01"
"","2024-08-05","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","14864.90"
"","2024-08-05","achat pdv","Fpos Ikea Boucherville   Bouch ","Débit","-45.97","14763.15"
"","2024-08-03","retour pdv","Fpos Doyon Despres Montremontr ","Crédit","12.65","14809.12"
"","2024-08-03","achat pdv","Fpos Dollarama #1496     Montr ","Débit","-5.35","14796.47"
"","2024-08-03","achat pdv","Doyon Despres Montreal   Montr ","Débit","-83.92","14801.82"
"","2024-08-03","achat pdv","Fpos Adonis 21943 Anjou  Anjou ","Débit","-61.80","14885.74"
"","2024-08-02","cheque  167"," ","Débit","-403.77","14947.54"
"","2024-08-02","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","15351.31"
"","2024-08-02","achat pdv","Fpos Totem Pole High Timekahna ","Débit","-80.00","13637.39"
"","2024-08-02","achat pdv","Fpos Res Gas Bar         Kahna ","Débit","-23.01","13717.39"
"","2024-08-02","pmt facture","Pc-Hydro Quebec 25550672","Débit","-89.13","13740.40"
"","2024-08-01","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.45","13829.53"
"","2024-08-01","dt trnsfr cl","Achat Placement ","Débit","-400.00","13864.98"
"","2024-08-01","dt trnsfr cl","Achat Placement ","Débit","-400.00","14264.98"
"","2024-07-31","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-32.20","14664.98"
"","2024-07-31","pmt facture","Pc-Canadian Tire Mastcard 16981321","Débit","-91.97","14697.18"
"","2024-07-30","pmt facture","Fido Mobile ","Débit","-80.96","14789.15"
"","2024-07-29","assurance","Intact Assur. ","Débit","-93.33","14870.11"
"","2024-07-29","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-59.26","14963.44"
"","2024-07-27","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-75.12","15022.70"
"","2024-07-26","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-75.12","15097.82"
"","2024-07-25","achat pdv","Depanneur Chez Emile     Montr ","Débit","-75.12","15172.94"
"","2024-07-24","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-75.12","15248.06"
"","2024-07-23","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-75.12","15323.18"
"","2024-07-22","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","15398.30"
"","2024-07-22","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-91.47","13684.38"
"","2024-07-22","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-39.80","13775.85"
"","2024-07-20","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-42.58","13815.65"
"","2024-07-18","achat pdv","Fpos Marche St-Joseph    Montr ","Débit","-38.78","13858.23"
"","2024-07-18","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-61.69","13897.01"
"","2024-07-18","achat pdv","Kim Phat #3733           Montr ","Débit","-24.12","13958.70"
"","2024-07-17","achat pdv","Fpos Bo-Bec Creme Glacee Montr ","Débit","-7.28","13982.82"
"","2024-07-16","achat pdv","Fpos Marche St-Joseph    Montr ","Débit","-47.35","13990.10"
"","2024-07-15","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-38.29","14037.45"
"","2024-07-15","achat pdv","Fpos Cafe Espresso Conca Montr ","Débit","-15.95","14075.74"
"","2024-07-15","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-16.94","14091.69"
"","2024-07-15","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-67.91","14108.63"
"","2024-07-15","achat pdv","Fpos Dollarama #1496     Montr ","Débit","-5.75","14176.54"
"","2024-07-12","pmt facture","Pc-Canadian Tire Mastcard 65783917","Débit","-15.20","14182.29"
"","2024-07-12","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-35.33","14197.49"
"","2024-07-11","achat pdv","Fpos Kim Phat #3733      Montr ","Débit","-21.59","14232.82"
"","2024-07-11","achat pdv","Fpos Iga Barcelo Molson  Montr ","Débit","-25.28","14254.41"
"","2024-07-11","achat pdv","Fpos Maxi #8797          Montr ","Débit","-31.62","14279.69"
"","2024-07-11","achat pdv","Fpos Super C  Pie Ix / Onmontr ","Débit","-20.40","14311.31"
"","2024-07-10","pmt facture","Pc-Visa Infinite Momentum Scotia 57739238","Débit","-122.28","14331.71"
"","2024-07-09","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-24.13","14453.99"
"","2024-07-08","assurance","Intact Assur. ","Débit","-84.63","14478.12"
"","2024-07-08","pmt facture","Pc-Bell Facture Unique-14 Digits 53696836","Débit","-67.84","14562.75"
"","2024-07-08","pmt facture","Pc-Taxe Scolaire Montreal Cgtsim 53206126","Débit","-254.64","14630.59"
"","2024-07-08","achat pdv","Fpos Marche St-Joseph    Montr ","Débit","-40.89","14885.23"
"","2024-07-08","achat pdv","Fpos Cafe Du Marche         Mo ","Débit","-4.33","14926.12"
"","2024-07-08","achat pdv","Fpos Patisserie St.Martinmontr ","Débit","-16.04","14930.45"
"","2024-07-08","achat pdv","Fpos Marche St-Joseph    Montr ","Débit","-52.66","14946.49"
"","2024-07-06","pmt facture","Pc-Visa Infinite Momentum Scotia 47011936","Débit","-113.00","14999.15"
"","2024-07-05","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","15112.15"
"","2024-07-05","achat pdv","Provigo Rachel (Angus)   Montr ","Débit","-96.63","13398.23"
"","2024-07-05","achat pdv","Fpos Res Gas Bar         Kahna ","Débit","-24.00","13494.86"
"","2024-07-05","achat pdv","Fpos Totem Pole High Timekahna ","Débit","-80.00","13518.86"
"","2024-07-05","tps","Canada ","Crédit","129.75","13598.86"
"","2024-07-05","cred. impot solidarite","Gouv. Quebec ","Crédit","101.75","13469.11"
"","2024-07-04","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-31.06","13367.36"
"","2024-07-04","achat pdv","Fpos Provigo Rachel (Angumontr ","Débit","-47.38","13398.42"
"","2024-07-04","achat pdv","Fpos Adonis 21943 Anjou  Anjou ","Débit","-41.97","13445.80"
"","2024-07-03","cheque  166"," ","Débit","-403.77","13487.77"
"","2024-07-02","assurance","Intact Assur. ","Débit","-93.35","13891.54"
"","2024-07-02","pmt facture","Fido Mobile ","Débit","-80.96","13984.89"
"","2024-07-02","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-44.31","14065.85"
"","2024-07-02","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-7.50","14110.16"
"","2024-07-02","achat pdv","Fpos Cafe Espresso Conca Montr ","Débit","-13.20","14117.66"
"","2024-07-02","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-25.28","14130.86"
"","2024-07-02","dt trnsfr cl","Achat Placement ","Débit","-400.00","14156.14"
"","2024-07-02","dt trnsfr cl","Achat Placement ","Débit","-400.00","14556.14"
"","2024-06-29","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-52.67","14956.14"
"","2024-06-28","achat pdv","Fpos Walmart Store #1168 Montr ","Débit","-45.44","15008.81"
"","2024-06-28","achat pdv","Walmart Store #1183      St-Le ","Débit","-24.00","15054.25"
"","2024-06-27","achat pdv","Fpos Frank Fleuriste     Montr ","Débit","-9.87","15078.25"
"","2024-06-27","achat pdv","Fpos Provigo Rachel (Angumontr ","Débit","-15.89","15088.12"
"","2024-06-27","achat pdv","Fpos Maxi #8797          Montr ","Débit","-37.36","15104.01"
"","2024-06-26","achat pdv","Fpos La Corbeille - Bordemontr ","Débit","-6.28","15141.37"
"","2024-06-25","achat pdv","Fpos Super C  Pie Ix   Onmontr ","Débit","-76.01","15147.65"
"","2024-06-24","achat pdv","Fpos Cafe Du Marche         Mo ","Débit","-4.33","15223.66"
"","2024-06-24","achat pdv","Fpos Trottier Freres     Montr ","Débit","-4.00","15227.99"
"","2024-06-24","achat pdv","Fpos Le Roi Du Taco         Mo ","Débit","-28.43","15231.99"
"","2024-06-24","achat pdv","Depanneur Chez Emile     Montr ","Débit","-21.03","15260.42"
"","2024-06-22","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-2.25","15281.45"
"","2024-06-22","pmt facture","Pc-Visa Infinite Momentum Scotia 05393576","Débit","-113.00","15283.70"
"","2024-06-21","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","15396.70"
"","2024-06-21","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-31.99","13682.78"
"","2024-06-21","achat pdv","Fpos Res Gas Bar         Kahna ","Débit","-20.00","13714.77"
"","2024-06-21","achat pdv","Fpos Totem Pole High Timekahna ","Débit","-80.00","13734.77"
"","2024-06-20","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-86.22","13814.77"
"","2024-06-20","achat pdv","Fpos Adonis 21943 Anjou  Anjou ","Débit","-51.13","13900.99"
"","2024-06-17","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-18.11","13952.12"
"","2024-06-17","achat pdv","Fpos Cafe Du Marche         Mo ","Débit","-4.33","13970.23"
"","2024-06-17","achat pdv","Fpos Trottier Freres     Montr ","Débit","-4.00","13974.56"
"","2024-06-17","achat pdv","Fpos Patisserie St.Martinmontr ","Débit","-13.45","13978.56"
"","2024-06-15","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-36.05","13992.01"
"","2024-06-15","pmt facture","Pc-Visa Infinite Momentum Scotia 86212206","Débit","-113.00","14028.06"
"","2024-06-13","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.16","14141.06"
"","2024-06-12","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.16","14176.22"
"","2024-06-11","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.16","14211.38"
"","2024-06-11","pmt facture","Pc-Bell Facture Unique-14 Digits 73977592","Débit","-67.84","14246.54"
"","2024-06-11","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.16","14314.38"
"","2024-06-10","assurance","Intact Assur. ","Débit","-84.63","14349.54"
"","2024-06-10","achat pdv","Depanneur Chez Emile     Montr ","Débit","-44.06","14434.17"
"","2024-06-08","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.16","14478.23"
"","2024-06-07","assurance","Desjardins Secur. Fin. ","Crédit","1713.92","14513.39"
"","2024-06-07","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-53.14","12799.47"
"","2024-06-06","achat pdv","Fpos Saq23185 Ateliers Anmontr ","Débit","-30.75","12852.61"
"","2024-06-06","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-17.76","12883.36"
"","2024-06-06","achat pdv","Fpos Adonis 21943 Anjou  Anjou ","Débit","-98.22","12901.12"
"","2024-06-05","achat pdv","Fpos Bo-Bec Creme Glacee Montr ","Débit","-7.28","12999.34"
"","2024-06-04","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-38.72","13006.62"
"","2024-06-04","achat pdv","Fpos Totem Pole High Timekahna ","Débit","-80.00","13045.34"
"","2024-06-04","achat pdv","Fpos Res Gas Bar         Kahna ","Débit","-31.05","13125.34"
"","2024-06-03","cheque  165"," ","Débit","-403.77","13156.39"
"","2024-06-03","pmt facture","Pc-Hydro Quebec 51957971","Débit","-97.70","13560.16"
"","2024-06-03","achat pdv","Fpos Maxi #8797          Montr ","Débit","-32.08","13657.86"
"","2024-06-03","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-7.50","13689.94"
"","2024-06-01","dt trnsfr cl","Achat Placement ","Débit","-400.00","13697.44"
"","2024-06-01","dt trnsfr cl","Achat Placement ","Débit","-400.00","14097.44"
"","2024-05-31","achat pdv","Fpos Depanneur Chez Emilemontr ","Débit","-35.16","14497.44"
"","2024-05-30","pmt facture","Fido Mobile ","Débit","-80.96","14532.60"
"","2024-05-30","achat pdv","Saq23185 Ateliers Angu   Montr ","Débit","-30.75","14613.56"
"","2024-05-30","achat pdv","Fpos Francois Tremblay Phmontr ","Débit","-30.44","14644.31"
"","2024-05-30","achat pdv","Fpos Kim Phat #3733      Montr ","Débit","-56.44","14674.75"
"","2024-05-30","achat pdv","Fpos Adonis 21943 Anjou  Anjou ","Débit","-66.54","14731.19"
"","2024-05-29","assurance","Intact Assur. ","Débit","-86.31","14797.73"
"","2024-05-29","achat pdv","Fpos Marche St Joseph    Montr ","Débit","-62.23","14884.04"
"","2024-05-28","pmt facture","Pc-Visa Infinite Momentum Scotia 31353815","Débit","-75.88","14946.27"
"","2024-05-27","achat pdv","Fpos Cafe Du Marche         Mo ","Débit","-4.33","15022.15"
